submitted_on,waterpoint_photo,latitude,longitude,functional_status,current_problem,other_current_problem,water_quality_problems_available,available_water_quality_issues,other_water_quality_issues,households_using_waterpoint,water_unavailable_seasonally,water_unavailable_period,service_provider_available,type_of_provider,waterpoint_committee_active
14/06/2022,https://api.mwater.co/v3/images/903f259823eb4d05af6877432bde5fce,-15.3061584,35.0499489,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,30,No,NA,Yes,"Community members, Water Point Committee, Institution",Yes 
14/06/2022,https://api.mwater.co/v3/images/0af338c872b142cc903f7f672e2bd901,-15.30383948,35.05766375,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,70,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee, Community members",Yes 
14/06/2022,https://api.mwater.co/v3/images/faf4f437531e46ac867550cbcdd3c7c7,-14.6431417,35.5517497,Functional,NA,NA,No,NA,NA,65,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
14/06/2022,https://api.mwater.co/v3/images/3f54fdc79b2a40c9942fa9770821345b,-15.2852551,35.0572863,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,100,No,NA,Yes,"Community members, Water Point Committee",Yes 
14/06/2022,https://api.mwater.co/v3/images/bed65d4c415049e3a9065c3e4eca4a29,-14.65169,35.5425833,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,52,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
14/06/2022,https://api.mwater.co/v3/images/4bb89669ca4249c59ab3bc9f2f21babc,-14.651045,35.5436467,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,73,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
14/06/2022,https://api.mwater.co/v3/images/412d53df132b4a57bde5b7fdbd8e0a77,-14.6439172,35.5419407,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,35,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
14/06/2022,https://api.mwater.co/v3/images/c5bba1ecd0d64484872a626fe16ceea7,-14.6402958,35.5424025,Functional,NA,NA,No,NA,NA,42,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
14/06/2022,https://api.mwater.co/v3/images/98dd38401da44ed5b50230bf2ea308b6,-14.6368883,35.542455,Functional,NA,NA,No,NA,NA,42,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
14/06/2022,https://api.mwater.co/v3/images/cf7157a2e08c4d3b9b9baba82b2389ab,-14.548947,35.3369838,Partially functional but in need of repair,"Low water flow - Low water pressure, Worn out parts",NA,Yes,Salinity or salty water,NA,35,No,NA,Yes,"Area or Water Mechanic, Water Point Committee",Yes 
14/06/2022,https://api.mwater.co/v3/images/16ba4fecb06f486b913ab0489486de72,-14.5485925,35.3362239,Partially functional but in need of repair,"Worn out parts, Broken parts",NA,Yes,Salinity or salty water,NA,60,No,NA,Yes,"Community members, Unofficial/ Bush Mechanic",No
15/06/2022,https://api.mwater.co/v3/images/5b098794e6734a2caea265e9ae1cf949,-15.1227027,35.0297349,Partially functional but in need of repair,"Low water flow - Low water pressure, Worn out parts",NA,Yes,Salinity or salty water,NA,25,No,NA,Yes,Politician,No
15/06/2022,https://api.mwater.co/v3/images/5ec4d5704e984f2994b35a19e455bb1f,-15.1919347,35.0373792,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
15/06/2022,https://api.mwater.co/v3/images/f55e8e1783d840cca5fc23cbf734aa14,-15.1225793,35.032749,Functional,NA,NA,Yes,Salinity or salty water,NA,20,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/e0fef2e04dd845b1812b32091f96f4ef,-15.123332,35.0300008,Functional,NA,NA,No,NA,NA,10,No,NA,Yes,Politician,No
15/06/2022,https://api.mwater.co/v3/images/ad5f4ab795db4b228723b892bc9febfe,-15.1233666,35.0355675,Partially functional but in need of repair,Worn out parts,NA,Yes,Other,They don't use the water for cooking regumes,100,No,NA,Yes,Community members,Yes 
15/06/2022,https://api.mwater.co/v3/images/7d001e463d7c42969e0720da788407ed,-15.181899,35.0390892,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,No,NA,NA,25,No,NA,Yes,"Water Point Committee, Institution",Yes 
15/06/2022,https://api.mwater.co/v3/images/54ecb0d609f34d349759079f569394cc,-15.1203566,35.0321161,Not functional,"Broken parts, Inadequate number of pipes, Worn out parts",NA,NA,NA,NA,NA,NA,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/a1d25fa2794e4723bf31edd78f1b3fb4,-15.1257915,35.02029,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,Yes,Salinity or salty water,NA,20,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/b48ea8bcd676457eb9235d7f8d21bfee,-15.1795924,35.0419532,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
15/06/2022,https://api.mwater.co/v3/images/30052562e0f741f5b7a470cedfe976af,-14.4805187,35.5749645,Functional,NA,NA,No,NA,NA,55,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/9d524c70e1c84a5c8afcec0c7283f811,-14.4793224,35.5674351,Not functional,Newly constructed,NA,NA,NA,NA,NA,NA,NA,Yes,Private contractor or operator,No
15/06/2022,https://api.mwater.co/v3/images/1d9b9bbd6afb4d8e80d17a0c589b022a,-15.1817372,35.0484222,Partially functional but in need of repair,"Broken parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,38,No,NA,Yes,Community members,No
15/06/2022,https://api.mwater.co/v3/images/6b7e8f9b569945479017de8f4fadc695,-14.4854127,35.5749996,Functional,NA,NA,No,NA,NA,75,No,NA,Yes,Water Point Committee,Yes 
15/06/2022,https://api.mwater.co/v3/images/0b982a6c71b44e099b5a980ad68abf7e,-15.110925,35.0277233,Partially functional but in need of repair,"Broken parts, Low water flow - Low water pressure, Worn out parts",NA,No,NA,NA,50,Yes,"10, 09",Yes,"Water Point Committee, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/18f93a0e8ef645e3b9ea1bee7a581f01,-14.4221286,35.3804176,Functional,NA,NA,No,NA,NA,100,No,NA,Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/e0aefb2123df4140b046d88b74adeda6,-14.422212,35.381296,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,No,NA,NA,120,No,NA,Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/87d821d9d3644107a20cc44c2454cbc0,-15.1849422,35.0527158,Partially functional but in need of repair,Broken parts,NA,No,NA,NA,48,No,NA,Yes,"Unofficial/ Bush Mechanic, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/0ab214fc052b47afa9442b99fa44bfe3,-14.4802009,35.5801437,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,66,No,NA,Yes,Water Point Committee,Yes 
15/06/2022,https://api.mwater.co/v3/images/4165f3ef7833489ea4d690c3110c6300,-14.4236133,35.37989,Partially functional but in need of repair,Worn out parts,NA,Yes,Salinity or salty water,NA,150,No,NA,Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/83363dabff194ee1b6aa8a5bdfca6a4e,-14.4249743,35.380826,Functional,NA,NA,No,NA,NA,48,No,NA,Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/9ba5564676c74ffab62408681e82cb19,-14.5463402,35.3351024,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,Yes,Salinity or salty water,NA,70,No,NA,Yes,"Community members, Area or Water Mechanic, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/0c6828c6146043e18d0e616f98a08bac,-14.5440211,35.3339745,Partially functional but in need of repair,"Broken parts, Low water flow - Low water pressure, Worn out parts",NA,Yes,Salinity or salty water,NA,120,No,NA,Yes,Water Point Committee,Yes 
15/06/2022,https://api.mwater.co/v3/images/cf22581efd9146d9982a295170d2d2ad,-14.5423517,35.3328833,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
15/06/2022,https://api.mwater.co/v3/images/03a8e5816c6c40c49bfe3a5376fb4be7,-14.4870542,35.5868138,Functional,NA,NA,No,NA,NA,70,Yes,"10, 09, 08",Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/2f132ce0568c466ead908485f5dc547a,-14.4294917,35.3801567,Partially functional but in need of repair,Broken parts,NA,No,NA,NA,100,Yes,"10, 09",Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/d6f06c45e94a4e87986b85d10b5a8fdb,-15.1177567,35.0295983,Partially functional but in need of repair,"Broken parts, Structural problems - Civil works, apron, etc, Worn out parts",NA,Yes,Salinity or salty water,NA,30,No,NA,Yes,"Water Point Committee, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/049e568a538846398b0e79ede3d8b98d,-15.119385,35.0319183,Partially functional but in need of repair,"Broken parts, Low water flow - Low water pressure, Low yield, Structural problems - Civil works, apron, etc, Worn out parts",NA,Yes,Salinity or salty water,NA,50,No,NA,Yes,Water Point Committee,Yes 
15/06/2022,https://api.mwater.co/v3/images/88e7a08db2014e7d863ef1660d785cd8,-15.1306957,35.0234622,Partially functional but in need of repair,"Low water flow - Low water pressure, Low yield, Broken parts, Worn out parts",NA,Yes,Salinity or salty water,NA,30,Yes,"09, 08, 10, 11, 06, 07",Yes,Water Point Committee,Yes 
15/06/2022,https://api.mwater.co/v3/images/b64cc1cede364c6fab75c02108c39618,-14.4220265,35.3791097,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,56,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/4693eef4b425490fbe2281975c24d577,-14.4218682,35.3794717,Functional,NA,NA,No,NA,NA,51,No,NA,Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/cd2413c29aec48a9a9132441b9015f13,-14.420965,35.3774296,Partially functional but in need of repair,"Worn out parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,15,No,NA,Yes,"Area or Water Mechanic, Unofficial/ Bush Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/73af853b05fc408fadae1ee65c04a4ed,-14.4204631,35.3759762,Not functional,Broken parts,NA,NA,NA,NA,NA,NA,NA,Yes,Area or Water Mechanic,No
15/06/2022,https://api.mwater.co/v3/images/cdb9f7e7eaad44d582b3ed65c7463c10,-15.294625,35.0730433,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,120,No,NA,Yes,"Area or Water Mechanic, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/7681141e20c44ebeb5440b20f12fe464,-15.29075075,35.07093955,Functional,NA,NA,No,NA,NA,25,No,NA,Yes,"Water Point Committee, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/751e4d8fa6c947449ae0dd9d7fb469f9,-15.2705883,35.0669984,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,70,No,NA,Yes,"Community members, Water Point Committee, Unofficial/ Bush Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/7029d7f685064976b7d1d9d956ff6c95,-15.2659985,35.0595781,Partially functional but in need of repair,"Worn out parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,37,No,NA,Yes,"Community members, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/97629da9c6d0487295a8bab0c3267546,-15.2837133,35.068755,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,80,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic, Private contractor or operator",Yes 
15/06/2022,https://api.mwater.co/v3/images/a1cec5d75f8b4751bc3cdd805d0205cf,-15.2976319,35.0760381,Partially functional but in need of repair,"Broken parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,60,No,NA,Yes,"Water Point Committee, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/9d1c972ce42a45bd9411c94add41d6c9,-15.2690828,35.0536704,Partially functional but in need of repair,"Worn out parts, Low yield",NA,Yes,Turbidity or cloudy water ,NA,60,Don't know,NA,Yes,Community members,No
15/06/2022,https://api.mwater.co/v3/images/95213b4baf5d4768a2c96f39596ba89d,-15.275798,35.0633195,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,Yes,Salinity or salty water,NA,45,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/7f55f0aa65c947a8803596c229ba5d8a,-15.2992336,35.0800973,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,No,NA,NA,102,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/ea4f85436d864f55b7eb555af4399d52,-15.2779387,35.0523192,Partially functional but in need of repair,"Worn out parts, Low yield",NA,No,NA,NA,30,Yes,"10, 11",Yes,Community members,No
15/06/2022,https://api.mwater.co/v3/images/721e5663d0d14f9e89b358ffe4cf88ae,-15.29654269,35.07670127,Partially functional but in need of repair,"Broken parts, Worn out parts, Low yield, Low water flow - Low water pressure, Structural problems - Civil works, apron, etc",NA,No,NA,NA,84,No,NA,Yes,"Water Point Committee, Community members, Politician",Yes 
15/06/2022,https://api.mwater.co/v3/images/3b1ca702210440909e4d49b3cea85ae3,-15.2989035,35.06965349,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,55,No,NA,Yes,"Water Point Committee, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/45964c406d6d497c92cdc682e3c26155,-15.2792233,35.0708917,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,25,No,NA,Yes,"Area or Water Mechanic, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/ef928f3dc62845779c90453b644edb41,-15.30503666,35.03856255,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,Yes,Salinity or salty water,NA,92,No,NA,Yes,"Water Point Committee, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/01e257ff5c2d4123baa6e2b5f8c3ee3f,-15.20673664,35.00031954,Partially functional but in need of repair,"Broken parts, Low yield, Low water flow - Low water pressure, Worn out parts",NA,No,NA,NA,58,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/8e2716b0b6234b9da134d0c461501219,-15.2081467,35.00179,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,35,No,NA,Yes,"Area or Water Mechanic, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/4735535b2a354bcdb74dc218d20ff06c,-15.2095753,34.9872191,Partially functional but in need of repair,"Worn out parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,60,No,NA,Yes,"Community members, Water Point Committee, Area or Water Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/5f57a15a153a4ba5870edc0027660090,-15.2186792,35.0064186,Partially functional but in need of repair,"Broken parts, Structural problems - Civil works, apron, etc, Inadequate number of pipes",NA,Yes,Salinity or salty water,NA,76,No,NA,Yes,"Water Point Committee, Community members",Yes 
15/06/2022,https://api.mwater.co/v3/images/47099f7c54db418bab363ff2fd48f03b,-14.4924351,35.6095482,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,65,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/256b478e08514cf29eac0827a55f9d08,-14.4893004,35.6187066,Functional,NA,NA,No,NA,NA,98,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/1210eefad05c44d9b8cae0456e3f57e7,-14.5042939,35.6027871,Partially functional but in need of repair,"Worn out parts, Irregular supply",NA,No,NA,NA,60,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/0b88348f06d34d759e834b403e098745,-14.4886142,35.5894874,Functional,NA,NA,No,NA,NA,150,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/1f3b95d52c8d47f4b1203d807c13544b,-14.4827585,35.5840467,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,60,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/cae83422b4f340f89340b5321de144fa,-14.48765,35.5793933,Functional,NA,NA,No,NA,NA,55,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/a2775d243758462bb05bd2d9fe389744,-14.5046625,35.6001077,Functional,NA,NA,Yes,Salinity or salty water,NA,120,No,NA,Yes,Water Point Committee,Yes 
15/06/2022,https://api.mwater.co/v3/images/5eaa6c8e20ce42b2a30d59dcaf49c30c,-14.5115283,35.5975667,Functional,NA,NA,No,NA,NA,70,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic",Yes 
15/06/2022,https://api.mwater.co/v3/images/f1dc904a2c774ef281c19f0f297ff169,-14.4808967,35.56877,Functional,NA,NA,No,NA,NA,50,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/fd2476e37a804c908b7e5dc662f4204d,-14.5181334,35.5968166,Functional,NA,NA,No,NA,NA,35,No,NA,Yes,Water Point Committee,Yes 
15/06/2022,https://api.mwater.co/v3/images/07845ee0233d40d5924f36c36cacf024,-14.6297536,35.5441557,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,82,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
15/06/2022,https://api.mwater.co/v3/images/83a1f02eead9460cb03fc120408d83e6,-14.645755,35.5333533,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,64,No,NA,Yes,Water Point Committee,No
15/06/2022,https://api.mwater.co/v3/images/cfc89f22a1b149f2baba573d3db94c1e,-14.6469933,35.533905,Not functional,"Inadequate number of pipes, Other",Two shallow ,NA,NA,NA,NA,NA,NA,Yes,Unofficial/ Bush Mechanic,No
15/06/2022,https://api.mwater.co/v3/images/7e38ae6750564d92b50d898bb67ea82f,-14.6453339,35.535831,Functional,NA,NA,No,NA,NA,77,Don't know,NA,Yes,Area or Water Mechanic,Yes 
15/06/2022,https://api.mwater.co/v3/images/08566d7ef52e4043a1f2cee9f89be386,-14.647095,35.5379767,Functional,NA,NA,No,NA,NA,55,Don't know,NA,Yes,Institution,No
16/06/2022,https://api.mwater.co/v3/images/8a822b77e8b84f8ca4434618021e4765,-15.1755817,35.0508395,Not functional,"Broken parts, Structural problems - Civil works, apron, etc, Worn out parts",NA,NA,NA,NA,NA,NA,NA,No,NA,No
16/06/2022,https://api.mwater.co/v3/images/9fa0f6da8fba4b56aa7ed53650d2733e,-14.4241137,35.3744878,Functional,NA,NA,No,NA,NA,35,No,NA,Yes,"Area or Water Mechanic, Institution",Yes 
16/06/2022,https://api.mwater.co/v3/images/1173658e3a9b457cac532c5de96164cf,-15.133405,35.0196367,Partially functional but in need of repair,"Broken parts, Worn out parts, Inadequate number of pipes",NA,Yes,Salinity or salty water,NA,40,No,NA,Yes,"Community members, Water Point Committee",Yes 
16/06/2022,https://api.mwater.co/v3/images/f40fd96859554b3a9cf84d751ae4a669,-15.1433113,35.0333124,Partially functional but in need of repair,"Worn out parts, Irregular supply",NA,Yes,Colour,NA,40,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/0e95b0d6b2204eceac4237dd357dd4ac,-15.0924694,35.0221131,Functional,NA,NA,No,NA,NA,75,No,NA,Yes,Community members,Yes 
16/06/2022,https://api.mwater.co/v3/images/7d03536813214e4f80d520652949e47d,-15.17193,35.0441487,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,62,No,NA,Yes,"Community members, Water Point Committee",Yes 
16/06/2022,https://api.mwater.co/v3/images/91722e06bd14420ca4b7a4500d1d11aa,-15.1456474,35.0333793,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,150,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/28e088c4d6644ba193f431d27404659f,-14.5257712,35.5914428,Partially functional but in need of repair,"Low yield, Worn out parts",NA,No,NA,NA,110,No,NA,Yes,Water Point Committee,Yes 
16/06/2022,https://api.mwater.co/v3/images/2372168fba0d4a74b6665708a87bbe3a,-15.1367537,35.0122801,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,50,No,NA,Yes,"Community members, Water Point Committee",Yes 
16/06/2022,https://api.mwater.co/v3/images/28c43fe709c34481899c9af986bae6bf,-15.1448008,35.0351541,Partially functional but in need of repair,"Broken parts, Inadequate number of pipes, Worn out parts",NA,No,NA,NA,58,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/c60ee2718a0f46e4965b13f6e83d8804,-14.5166382,35.598096,Functional,NA,NA,No,NA,NA,60,No,NA,Yes,Community members,Yes 
16/06/2022,https://api.mwater.co/v3/images/4db690aac5a74ac08499c36c333753c1,-15.1307317,35.0127167,Partially functional but in need of repair,"Inadequate number of pipes, Worn out parts, Broken parts",NA,Yes,Salinity or salty water,NA,50,No,NA,Yes,Water Point Committee,Yes 
16/06/2022,https://api.mwater.co/v3/images/f3a0c66115264c559480c1ba96fb15ed,-14.5189218,35.375314,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,28,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/033622c3ed904178a83003ca81f76ba1,-15.1031855,35.024989,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,Yes,Salinity or salty water,NA,50,No,NA,No,NA,No
16/06/2022,https://api.mwater.co/v3/images/226a3c64a0eb439db292e01391479de0,-15.1490732,35.0395058,Partially functional but in need of repair,"Broken parts, Inadequate number of pipes, Worn out parts",NA,No,NA,NA,104,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/5c4318b005d34b5dbbf4d7c0903cdb90,-14.505938,35.599621,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
16/06/2022,https://api.mwater.co/v3/images/8b13eb6eb09f47a99cda804699195029,-15.1753144,35.0609022,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,80,No,NA,Yes,"Community members, Water Point Committee",Yes 
16/06/2022,https://api.mwater.co/v3/images/4be422d88f1b420793dee3f886cec5c8,-14.5208959,35.3734167,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,32,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/9117f1eb8c73430eb76c1e9e68465ce6,-15.20168734,35.01609837,Partially functional but in need of repair,"Broken parts, Low yield, Low water flow - Low water pressure, Structural problems - Civil works, apron, etc, Worn out parts",NA,No,NA,NA,89,No,NA,Yes,"Water Point Committee, Unofficial/ Bush Mechanic, Community members",Yes 
16/06/2022,https://api.mwater.co/v3/images/7ce68430c9cd43278472f7b9c6da384b,-14.422898,35.3751959,Functional,NA,NA,No,NA,NA,160,No,NA,Yes,Water Point Committee,Yes 
16/06/2022,https://api.mwater.co/v3/images/6e508d7a5bd6443a97cad527b50dd010,-14.5234488,35.3694375,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,28,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/eb9f0c56d3b844d5865eb025a1a6a9f4,-14.4416003,35.3802043,Partially functional but in need of repair,"Worn out parts, Broken parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,117,No,NA,Yes,"Area or Water Mechanic, Unofficial/ Bush Mechanic",Yes 
16/06/2022,https://api.mwater.co/v3/images/3b9a1861cd914852a4093ebb89b1d3ae,-14.4413661,35.3791725,Not functional,Inadequate number of pipes,NA,NA,NA,NA,NA,NA,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/8ccf0fa9e44d4a4bb524fcbefafec8f1,-15.1354758,35.0191139,Not functional,"Broken parts, Inadequate number of pipes, Theft / Vandalism, Worn out parts",NA,NA,NA,NA,NA,NA,NA,Yes,Community members,Yes 
16/06/2022,https://api.mwater.co/v3/images/b2e045b1d7544b22a235cb853d250867,-14.5233458,35.3676283,Not functional,Newly constructed,NA,NA,NA,NA,NA,NA,NA,Yes,NGO,No
16/06/2022,https://api.mwater.co/v3/images/b8d82370914549399529e5e968d985fe,-15.1676084,35.0509931,Partially functional but in need of repair,"Worn out parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,58,No,NA,Yes,Community members,No
16/06/2022,https://api.mwater.co/v3/images/9676514261064dd7884e4e0e588950b9,-15.1157205,35.0106247,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,Yes,Salinity or salty water,NA,100,No,NA,Yes,"Community members, Water Point Committee",Yes 
16/06/2022,https://api.mwater.co/v3/images/8b5cbf92af394f70a78daf762b4e3c05,-14.5217911,35.3715966,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,22,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/4cf754b2089841ae80bc8a6b4abcc646,-15.18909268,35.01260761,Partially functional but in need of repair,"Low yield, Low water flow - Low water pressure, Worn out parts",NA,No,NA,NA,90,No,NA,Yes,"Water Point Committee, Community members, Owner / Private household",Yes 
16/06/2022,https://api.mwater.co/v3/images/ef91eb6b2a174b87bae70357efd40bfb,-14.4505876,35.3812233,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc, Low yield",NA,No,NA,NA,120,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/8bef2abae7814885b00de015260e15f7,-15.18063588,35.00371413,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
16/06/2022,https://api.mwater.co/v3/images/27dc804c29e84d9788ec0d1e8213a87b,-14.5187777,35.3711145,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc, Worn out parts",NA,No,NA,NA,16,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/e3294a344b984b52a83068f9984abde5,-15.139365,35.0762914,Partially functional but in need of repair,"Broken parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,82,No,NA,Yes,"Politician, Water Point Committee, Area or Water Mechanic",Yes 
16/06/2022,https://api.mwater.co/v3/images/e2dbcda1a07546cd9a4f4c64256b2b4c,-15.13631605,35.07639364,Functional,NA,NA,No,NA,NA,17,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/d4dc6a90c0c4498582f7da7feb33dfa5,-14.4489067,35.382205,Functional,NA,NA,No,NA,NA,40,No,NA,Yes,Area or Water Mechanic,Yes 
16/06/2022,https://api.mwater.co/v3/images/0f7252528b8b4a90ac1103f7ffcd79cd,-15.18130558,35.00250373,Functional,NA,NA,No,NA,NA,45,No,NA,Yes,"Water Point Committee, Community members",Yes 
16/06/2022,https://api.mwater.co/v3/images/bf0c7b2d203f4016965c334d930dd6b3,-14.5188811,35.3735653,Functional,NA,NA,Yes,Turbidity or cloudy water ,NA,21,No,NA,Yes,Area or Water Mechanic,Yes 
