submitted_on,waterpoint_photo,latitude,longitude,functional_status,current_problem,other_current_problem,water_quality_problems_available,available_water_quality_issues,other_water_quality_issues,households_using_waterpoint,water_unavailable_seasonally,water_unavailable_period,service_provider_available,type_of_provider,waterpoint_committee_active
10/08/2022,https://api.mwater.co/v3/images/589e64d5179d4e08853977bdf3f6bcc7,-14.8645067,35.19548,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,30,No,NA,Yes,Water Point Committee,Yes 
10/08/2022,https://api.mwater.co/v3/images/7bf03a694d8248a98fcad69cfbc81cc7,-14.863988,35.1948883,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,30,No,NA,Yes,NGO,Yes 
11/08/2022,https://api.mwater.co/v3/images/3f539ba180274730a8980d15765abf3c,-14.4645567,35.2745381,Functional,NA,NA,No,NA,NA,26,No,NA,Yes,"Water Point Committee, Institution",Yes 
11/08/2022,https://api.mwater.co/v3/images/35bc91e1bb3c4a94a0f760a2ab720ffe,-14.9161441,35.1914059,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,Yes,Sediment presence,NA,3,Don't know,NA,Yes,Unofficial/ Bush Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/a557c77d71734aa1bfcddef465672938,-14.9224467,35.1882181,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
11/08/2022,https://api.mwater.co/v3/images/87952871a883458580e5911ba8bbabfc,-14.920442,35.1875651,Functional,NA,NA,No,NA,NA,12,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/d1a45e2529d649ca95db0786da996352,-14.9215341,35.1886649,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,No,NA,NA,20,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/01659e55b377427ea5a8956c4c32f493,-14.8662576,35.1915161,Functional,NA,NA,Yes,Turbidity or cloudy water ,NA,6,No,NA,Yes,"Institution, Owner / Private household",No
11/08/2022,https://api.mwater.co/v3/images/7a39aed4edb54b1790492855527593e5,-14.8731097,35.1960389,Partially functional but in need of repair,"Worn out parts, Structural problems - Civil works, apron, etc",NA,Yes,Sediment presence,NA,10,No,NA,Yes,Unofficial/ Bush Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/e619b066f5fd4e609cf3a5eef5a0d62a,-14.8701146,35.1917127,Not functional,"Worn out parts, Other","No ropes were used. No cylinder was installed,  they used handmade",NA,NA,NA,NA,NA,NA,Yes,Area or Water Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/6a5e7092086c49e98090b1da6c116680,-14.2247088,35.4778785,Not functional,"Irregular supply, Worn out parts, Inadequate number of pipes",NA,NA,NA,NA,NA,NA,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/7433165e70f74a0bae29ec79f7f67d29,-14.8405818,35.0112909,Functional,NA,NA,No,NA,NA,31,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/075de2108a214ddcb797fa5078cfbd57,-14.4636584,35.2747733,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,45,No,NA,Yes,Private contractor or operator,Yes 
11/08/2022,https://api.mwater.co/v3/images/4798c7bc4b584fa9b162d3e08f4ac1c2,-14.2255433,35.4771481,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,200,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/6e9bb385374c443cb44770ff60714d44,-14.8268633,34.9901183,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,45,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/2ce3d278109e4b66b8b7cf2fd45b2a95,-14.8466332,35.0106626,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,258,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/7c72e3e6ff1f4ed6a4a96bccbfac21fe,-14.2177963,35.4928918,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,60,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/5ee2fb6ab72448598369c31c5b53030a,-14.859524,35.1872623,Functional,NA,NA,No,NA,NA,75,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/3b745ffb38d64251b720c61fede5da38,-14.8609052,35.1885704,Partially functional but in need of repair,"Irregular supply, Low water flow - Low water pressure, Low yield, Newly constructed",NA,Yes,Colour,NA,15,Yes,"08, 10, 09",Yes,Unofficial/ Bush Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/4f972e50b4e64d629a203e91aa297336,-14.8572447,35.1786439,Partially functional but in need of repair,"Newly constructed, Worn out parts",NA,No,NA,NA,46,Yes,"10, 11, 12",Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/482c3e8fa55a45baadd9f18f75e3aa23,-14.8581541,35.184362,Partially functional but in need of repair,"Irregular supply, Other, Inadequate number of pipes","It is very hard to pump since it was insttalled , sediments present after long pumping",Yes,Sediment presence,NA,12,Don't know,NA,Yes,Private contractor or operator,Yes 
11/08/2022,https://api.mwater.co/v3/images/6b8b52ef22dd43b78bf7092e59943e01,-14.8580374,35.1775237,Partially functional but in need of repair,Broken parts,NA,No,NA,NA,56,Yes,"10, 11, 12",Yes,"Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/7e7b9645908847b1a1de48463782c5b6,-14.174236,35.4086625,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,82,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/ac060609adac4ea8ba1edfa43c3df474,-14.4630988,35.2753579,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
11/08/2022,https://api.mwater.co/v3/images/120f0a25ecde43ab8af24f14bc816d08,-14.8614139,35.1777741,Partially functional but in need of repair,"Newly constructed, Worn out parts",NA,No,NA,NA,15,Don't know,NA,Yes,Unofficial/ Bush Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/741fc149c75b43a2b141c2ce8062675a,-14.1719967,35.3994234,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
11/08/2022,https://api.mwater.co/v3/images/ddc5113554fa4730bda077e3fbbfbb72,-14.8804925,35.1631394,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,28,No,NA,Yes,"Community members, Unofficial/ Bush Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/ec445be27cd0401fbfcf1e43fdeffb23,-14.8620681,35.1785838,Functional,NA,NA,Yes,Turbidity or cloudy water ,NA,30,Don't know,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/778a44cc5f2a400790616ba6e30355c0,-14.8763453,35.1715059,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,100,No,NA,Yes,"Community members, Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/45964c87b5814831a3d65b18c1e1814d,-14.891021,35.1679206,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,17,No,NA,Yes,Community members,No
11/08/2022,https://api.mwater.co/v3/images/53ec0a99b67344938b8e74fe6de929f2,-14.8885734,35.1694997,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc, Worn out parts",NA,No,NA,NA,22,No,NA,Yes,"Area or Water Mechanic, Community members, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/3adb27f8b822485a81a6c8d344a37a09,-14.8837881,35.1704517,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,15,No,NA,Yes,"Area or Water Mechanic, Community members",Yes 
11/08/2022,https://api.mwater.co/v3/images/3ac85873a88c4953865fa8fb565ee69a,-14.8780744,35.1726948,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,22,No,NA,Yes,"Area or Water Mechanic, Community members, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/dd27965b47c248fb98ce27a3f9133712,-14.8679601,35.17808,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,15,Don't know,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/4753607cd150488e8c708a1626d9eb20,-14.871719,35.2046675,Functional,NA,NA,No,NA,NA,15,No,NA,Yes,"Community members, Unofficial/ Bush Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/29c8af7285b34cbdbbdda169bbe82165,-14.170471,35.3996814,Functional,NA,NA,No,NA,NA,54,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/3871047bac8d4e1fb5ff2cd353245c86,-14.2174832,35.4940428,Functional,NA,NA,No,NA,NA,35,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/919b3cf78f8b4d159424a8a24f151fb4,-14.861589,35.1785082,Partially functional but in need of repair,"Newly constructed, Worn out parts",NA,No,NA,NA,12,No,NA,Yes,Private contractor or operator,Yes 
11/08/2022,https://api.mwater.co/v3/images/32cc355c42e14640a3188940cf3e481c,-14.8677324,35.1830512,Partially functional but in need of repair,"Low yield, Inadequate number of pipes, Worn out parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,11,Yes,"10, 11, 09",No,NA,No
11/08/2022,https://api.mwater.co/v3/images/7db47eef2da94f7bbe2ce806aa8a884d,-14.4610599,35.2745195,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,65,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/14019b9984104ec59baab26a7b55edc5,-14.8604217,35.1800347,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc, Other",The upron has been eroded,No,NA,NA,10,No,NA,Yes,"Area or Water Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/1679c8014cb74e8ba21bd76d54904954,-14.8663803,35.1786897,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,30,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/fb86f998f861428e9f4ab0c6f16a02cc,-14.2149265,35.5012811,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,40,No,NA,Yes,"Water Point Committee, Politician",Yes 
11/08/2022,https://api.mwater.co/v3/images/8f0df2ad38314d10a0187764953b70a4,-14.1992569,35.4606755,Functional,NA,NA,No,NA,NA,33,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/3a48f5eec656470287611923b553691b,-14.8659805,35.1766847,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,No,NA,NA,40,No,NA,Yes,"Water Point Committee, Owner / Private household",Yes 
11/08/2022,https://api.mwater.co/v3/images/66ed5b8964f44726a366ef0218033253,-14.1625633,35.4106683,Not functional,"Broken parts, Worn out parts",NA,NA,NA,NA,NA,NA,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/20809159cb934cd996e1f09d92e7fa40,-14.46824,35.2784767,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,12,No,NA,Yes,"Community members, Owner / Private household",No
11/08/2022,https://api.mwater.co/v3/images/a7cb1d5bb15240f89b3c9bf455261815,-14.4674533,35.2810733,Partially functional but in need of repair,Worn out parts,NA,Yes,Salinity or salty water,NA,48,No,NA,Yes,"Water Point Committee, Institution",Yes 
11/08/2022,https://api.mwater.co/v3/images/a57fd8a53a22475ea9cc8855183aba07,-14.8602623,35.1813006,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,50,No,NA,Yes,"Area or Water Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/5bef32529efd4603a6f877eced69818d,-14.16878,35.4093017,Functional,NA,NA,No,NA,NA,160,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/06f8216af6f442d9afba008f05ef6934,-14.2105364,35.493239,Partially functional but in need of repair,"Broken parts, Structural problems - Civil works, apron, etc, Worn out parts",NA,No,NA,NA,43,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/dc34a3f000774da6be30f2508089296c,-14.1909056,35.4452486,Functional,NA,NA,No,NA,NA,40,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/816b8d911e384157a653f3ccda2a4f0a,-14.1943919,35.4424999,Partially functional but in need of repair,"Broken parts, Structural problems - Civil works, apron, etc, Worn out parts",NA,No,NA,NA,82,No,NA,Yes,Unofficial/ Bush Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/fa87a17e878d4177a37bafa6fbd52705,-14.1680539,35.4101767,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
11/08/2022,https://api.mwater.co/v3/images/807c32022da24d988fa22e3c5f61c36b,-14.1946159,35.4446023,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,56,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/1823d09076a84f219f11847b8de83a79,-14.1973928,35.4431145,Partially functional but in need of repair,Broken parts,NA,No,NA,NA,110,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/9d8c294f875141f88c6c01728c62d527,-14.2238133,35.4770232,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
11/08/2022,https://api.mwater.co/v3/images/28ee26d1cf784cc99f3d7d84c7db75e1,-14.1698701,35.4103756,Functional,NA,NA,Yes,Other,Cloudy water during rainy season ,20,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/ff706f86a56b40dd9335ad9df5502b3e,-14.9192858,35.1407873,Functional,NA,NA,No,NA,NA,32,Don't know,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/63b9e9e902434dbd8fbeeec844523d95,-14.1970718,35.445146,Functional,NA,NA,No,NA,NA,65,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/e8b0e3004b684ff59624fb359a7b5f10,-14.19714,35.4437683,Functional,NA,NA,No,NA,NA,50,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/2516a8268ba04a81803139bb2a44bd93,-14.1704304,35.409374,Functional,NA,NA,No,NA,NA,60,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/996e5e58f83a4810834871a370bac7a0,-14.1958602,35.4453688,Partially functional but in need of repair,"Worn out parts, Structural problems - Civil works, apron, etc",NA,No,NA,NA,9,Yes,"10, 12, 11",Yes,"Unofficial/ Bush Mechanic, Area or Water Mechanic",No
11/08/2022,https://api.mwater.co/v3/images/61af7c4ac09d47288504a00a455b24dc,-14.2009696,35.4337498,Functional,NA,NA,No,NA,NA,15,No,NA,Yes,Unofficial/ Bush Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/49c9bc5189724f4d8629f43d16c70b6a,-14.8649952,35.1756009,Partially functional but in need of repair,"Low yield, Worn out parts, Structural problems - Civil works, apron, etc, Broken parts",NA,No,NA,NA,1700,Yes,"11, 10",Yes,Institution,Yes 
11/08/2022,https://api.mwater.co/v3/images/c69902b9453d499baf84b52b92cf9034,-14.1725337,35.4103435,Partially functional but in need of repair,Worn out parts,NA,Yes,Colour,NA,52,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/128647ed5c8944829eec5ab560cbf56d,-14.8694651,35.2044279,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,15,No,NA,Yes,"Community members, Water Point Committee, Institution",Yes 
11/08/2022,https://api.mwater.co/v3/images/8ca5575b0ba944f79472a06e121774c8,-14.1891367,35.4455767,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,50,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/e7aaffd33e6443368eb0ad29e16fc34c,-14.8644321,35.1810969,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,No,NA,NA,10,Don't know,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/949799c34faa4f5a800656c952fc5390,-14.8692981,35.208324,Functional,NA,NA,No,NA,NA,40,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/05e9a15a0eb54f38b3890de2da206495,-14.867355,35.1808217,Partially functional but in need of repair,Broken parts,NA,No,NA,NA,31,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/e22a6900b4ad4585a5806313b16881ac,-14.8680412,35.2096566,Functional,NA,NA,No,NA,NA,18,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/8eb532e7e3d846cea386b28a9e0b0caa,-14.8682378,35.1792316,Partially functional but in need of repair,"Broken parts, Low water flow - Low water pressure, Low yield, Worn out parts, Inadequate number of pipes",NA,No,NA,NA,35,Yes,"08, 09, 10, 11",Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/f004e131735644e08f7c2b8ee7271603,-14.8687924,35.2101978,Functional,NA,NA,No,NA,NA,15,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/8882a697f4b844868ba6881de2d38a2c,-14.192735,35.4335467,Functional,NA,NA,No,NA,NA,80,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/6edf139b4ef7451999d458852f30bd8c,-14.8639133,35.17808,Partially functional but in need of repair,"Structural problems - Civil works, apron, etc",NA,No,NA,NA,50,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/cc361b0420e74c17880edb6aa192a466,-14.8711183,35.2158311,Partially functional but in need of repair,Worn out parts,NA,Yes,Salinity or salty water,NA,25,No,NA,Yes,"Community members, Water Point Committee, Unofficial/ Bush Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/4b13fbf52c2147ad9c07ff9a8685dd20,-14.1832635,35.4458513,Functional,NA,NA,No,NA,NA,64,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/8ddeafa7ec2845d6b8650464aebff669,-14.9122796,35.1383617,Not functional,Other,Some materials fell in including rope,NA,NA,NA,NA,NA,NA,No,NA,No
11/08/2022,https://api.mwater.co/v3/images/0b06bfd9b776400a8e5292545989d9fd,-14.9113226,35.1364284,Functional,NA,NA,No,NA,NA,38,Yes,"11, 12",Yes,"Community members, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/49e35b72b7064d32a4822787627f53cc,-14.9136593,35.137872,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,36,No,NA,Yes,Unofficial/ Bush Mechanic,No
11/08/2022,https://api.mwater.co/v3/images/5e54eb287bb44df79c7e465c37d299ec,-14.8744867,35.2149748,Functional,NA,NA,No,NA,NA,15,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/5428993b0a7745fb8caf5d8e943d6689,-14.9141007,35.1409456,No longer exists or abandoned,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No
11/08/2022,https://api.mwater.co/v3/images/8b01a821401c47adacb67a4092df2555,-14.1816632,35.4446335,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,100,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/5b33ffa8cd804cdfb37613bab636b778,-14.1801183,35.44325,Functional,NA,NA,No,NA,NA,70,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/d49c917403d641aba4eed3e717f08f8f,-14.8767608,35.2119464,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,63,No,NA,Yes,"Community members, Water Point Committee, Unofficial/ Bush Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/ac26e703e56540cfb54a7eeb22a6890d,-14.8831661,35.2124256,Functional,NA,NA,No,NA,NA,95,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/83a7990b80144da2b6dec42d62c1eb6d,-14.8886143,35.2117611,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,73,No,NA,Yes,"Community members, Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/bb4484162d0643dab0d8e0f812363c2c,-14.8904832,35.2115719,Functional,NA,NA,No,NA,NA,82,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/533e62ce5bd74da5b7be392f2f6ee632,-14.8928781,35.2115032,Not functional,Worn out parts,NA,NA,NA,NA,NA,NA,NA,Yes,Community members,No
11/08/2022,https://api.mwater.co/v3/images/1edbffd7a8984ed9a8c2d4307504f264,-14.8720346,35.1997971,Functional,NA,NA,No,NA,NA,22,No,NA,Yes,Institution,No
11/08/2022,https://api.mwater.co/v3/images/4e79aabd8c9c4a519d907c579df6818d,-14.8711178,35.198162,Partially functional but in need of repair,"Inadequate number of pipes, Worn out parts",NA,No,NA,NA,30,Yes,"08, 10, 09, 11",Yes,"Community members, Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/74e40afaacfa4ab3a4ffba7d4de60a3e,-14.6901235,35.4787639,Functional,NA,NA,No,NA,NA,66,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/456f7ed3f5544b6f8f87f44646fc2e9f,-14.6880783,35.4800633,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,152,No,NA,Yes,"Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/aa71bdd190dd4cd39efdaa0fcce56b71,-14.6853,35.4882667,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,92,No,NA,Yes,"Area or Water Mechanic, Unofficial/ Bush Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/7caf579dc4ae492fa6da22b141ea9c3a,-14.6910195,35.4758839,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,142,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/a94f46c764a44c23a7ba188df1a9ad07,-14.6853934,35.476086,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,82,No,NA,Yes,"Area or Water Mechanic, Unofficial/ Bush Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/9c64611e9b6f407cbf462202f99a7af9,-14.6755049,35.4767779,Functional,NA,NA,No,NA,NA,66,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/12a894e58b634c10a515ab0e473b2354,-14.66962,35.4731675,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,81,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/0d85c69c06224fc5aa3e9104e06bdfba,-14.6682129,35.4728595,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,110,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/3d3807983db540f3985d29097f52767b,-14.6648756,35.4755004,Functional,NA,NA,No,NA,NA,51,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/f2b1faefd80f4d60948db8c91692f853,-14.653015,35.4748567,Functional,NA,NA,No,NA,NA,63,No,NA,Yes,Area or Water Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/70ca6062cd3b4714a48fcd3e4933389d,-14.8745309,35.199526,Functional,NA,NA,No,NA,NA,12,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/2d617f73a3b444f7bdceb860d4081dfe,-14.6462633,35.4776867,Functional,NA,NA,No,NA,NA,130,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/a86cb2236bf94281b93ae7a7f544312a,-14.6380449,35.4703926,Functional,NA,NA,No,NA,NA,98,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/62f41425a50a4a76ba7469f9d0a1ae17,-14.6334029,35.4713028,Partially functional but in need of repair,"Worn out parts, Broken parts",NA,No,NA,NA,60,No,NA,Yes,"Unofficial/ Bush Mechanic, Water Point Committee",Yes 
11/08/2022,https://api.mwater.co/v3/images/cba32ee0499040f0807f08738aed482c,-14.6298367,35.4720117,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,89,No,NA,Yes,Water Point Committee,No
11/08/2022,https://api.mwater.co/v3/images/af0249f3b1354d019f5876b77712c025,-14.8738418,35.197628,Functional,NA,NA,No,NA,NA,8,No,NA,Yes,Owner / Private household,No
11/08/2022,https://api.mwater.co/v3/images/0c689a5e72ff43efb56dc97ac52333ea,-14.8743955,35.1971039,Functional,NA,NA,No,NA,NA,30,No,NA,Yes,Water Point Committee,Yes 
11/08/2022,https://api.mwater.co/v3/images/68dae31c271b4bb498abe058e0c2bc5c,-14.3310894,35.28523,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,25,No,NA,Yes,"Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/d6040b3cdcf445b09b9fcf6cc2f010aa,-14.320976,35.2823287,Functional,NA,NA,No,NA,NA,15,No,NA,Yes,"Owner / Private household, Unofficial/ Bush Mechanic",No
11/08/2022,https://api.mwater.co/v3/images/fb2c805150a74cbbafb2f7393677ddbe,-14.3509633,35.2947621,Not functional,Worn out parts,NA,NA,NA,NA,NA,NA,NA,Yes,Institution,Yes 
11/08/2022,https://api.mwater.co/v3/images/ae2fd5dbdf8a4cc9b13bdde25196d03b,-14.3309721,35.2876281,Partially functional but in need of repair,Low water flow - Low water pressure,NA,No,NA,NA,11,Don't know,NA,Yes,"Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/9342fd71f70340ffb0f4e8cf6b1e8da4,-14.3311382,35.28663,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,30,No,NA,Yes,"Community members, Unofficial/ Bush Mechanic",No
11/08/2022,https://api.mwater.co/v3/images/6a978a995474429c9591f189ca3d5e0d,-14.3318097,35.2847639,Partially functional but in need of repair,Worn out parts,NA,No,NA,NA,15,No,NA,Yes,"Water Point Committee, Area or Water Mechanic",Yes 
11/08/2022,https://api.mwater.co/v3/images/5b9758f1d7f14632ae39d960f8ce75c1,-14.1724415,35.4093563,Partially functional but in need of repair,"Low water flow - Low water pressure, Worn out parts",NA,No,NA,NA,60,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
11/08/2022,https://api.mwater.co/v3/images/9a0b0072998641bebce02954b6a8ec8e,-14.209938,35.4864996,Not functional,Inadequate number of pipes,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes 
12/08/2022,https://api.mwater.co/v3/images/67d8365382e647f8be3bb083a8e0f1bf,-14.6443039,35.4711786,Partially functional but in need of repair,"Broken parts, Worn out parts",NA,No,NA,NA,92,No,NA,Yes,Unofficial/ Bush Mechanic,Yes 
